ID,Name,City,State,Rating (YP),Count (YP),Rating (TA),Count (TA),Amenity_Family,Amenity_Alcohol,Amenity_Outdoor,Amenity_Wifi,Amenity_Group,Amenity_Reservation,Amenity_Wheelchair,Years,Address,Website
5589082,Galley & Garden,Birmingham,AL,five,3,4.0,138,NO,YES,YES,YES,NO,YES,YES,10,2220 Highland Ave S,https://www.galleyandgarden.com?y_source=1_nduzotq2mdatntuzlwxvy2f0aw9ulndlynnpdgu%3d
461972318,Twenty Six Restaurant,Birmingham,AL,five,1,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,18,1218 20th St S,http://oceanbirmingham.com/26
1546947,Lloyd's Restaurant,Birmingham,AL,four,8,3.5,158,YES,NO,NO,NO,YES,NO,YES,87,5301 Highway 280,http://www.lloyds280.com
11138082,Niki's West Steak And Seafood Restaurant,Birmingham,AL,five,7,4.0,340,NO,NO,NO,NO,NO,NO,YES,67,233 Finley Ave W,http://www.nikiswest.com
454753416,Vocelli Pizza,Birmingham,AL,four half,3,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,5479 Highway 280 Ste 126,http://www.vocellipizza.com/birmingham_al
537168490,Highway 55 Burger Shakes and Fries,Birmingham,AL,four,1,N/A,N/A,NO,NO,YES,YES,NO,NO,NO,N/A,437 Green Springs Hwy,https://www.hwy55.com
1894583,Super Oriental Market,Birmingham,AL,N/A,N/A,4.5,133,NO,YES,NO,YES,NO,YES,YES,14,243 W Valley Ave,http://www.superorientalmkt.com
464666605,Sweet Tea Restaurant,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,YES,NO,NO,YES,14,2205 3rd Ave S,http://sweettearestaurant.com
24968147,Beef 'O' Bradys,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1477 Gadsden Hwy,N/A
1441884,Steak-Out Charbroiled Delivery,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,YES,YES,NO,NO,NO,34,1717 28th Ave S,http://www.wedeliversteaks.com
8899041,The Olive Branch,Birmingham,AL,five,1,4.5,70,NO,YES,YES,NO,NO,NO,YES,19,3236 Cahaba Heights Rd,http://olivebranchbham.com
3048505,Chez Fonfon,Birmingham,AL,four,1,4.5,584,NO,NO,NO,NO,NO,NO,NO,24,2007 11th Ave S,N/A
9346146,Surin West,Birmingham,AL,three half,4,4.0,360,NO,YES,NO,YES,NO,YES,YES,28,1918 11th Ave S,http://www.surinwest.com
457960577,Hot And Hot On Location,Birmingham,AL,five,1,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2180 11th Ct S,http://www.hotandhotfishclub.com
480737851,Dixie Fish Company,Birmingham,AL,five,2,N/A,N/A,NO,YES,NO,NO,NO,NO,YES,N/A,101 Resource Center Pkwy,http://dixiefish.com
9520123,Ted's Restaurant,Birmingham,AL,N/A,N/A,4.5,56,NO,NO,NO,YES,NO,NO,YES,94,328 12th St S,http://www.tedsbirmingham.com
3002061,Brio Tuscan Grille,Birmingham,AL,four half,5,N/A,N/A,NO,YES,YES,YES,NO,YES,YES,N/A,591 Brookwood Vlg,http://www.brioitalian.com
18328056,Logan's Roadhouse,Birmingham,AL,three,3,N/A,N/A,NO,YES,NO,NO,YES,YES,YES,33,100 Resource Center Pkwy,http://www.logansroadhouse.com
14556200,Bettola,Birmingham,AL,five,1,4.0,133,NO,YES,YES,NO,YES,YES,YES,12,2901 2nd Ave S,https://www.bettolabhm.com
460107427,Pop's Neighborhood Grill,Birmingham,AL,N/A,N/A,4.5,15,NO,NO,NO,NO,NO,NO,YES,N/A,1207 20th St S,http://www.popsneighborhoodgrill.com
5934137,Jim 'N Nick's,Birmingham,AL,five,3,4.5,243,NO,YES,YES,NO,NO,NO,YES,23,1660 Gadsden Hwy,https://www.jimnnicks.com/locations/al/trussville/1660-gadsden-hwy?utm_source=ExtNet&utm_medium=Yext
6917043,Little Savannah Restaurant & Bar,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,YES,YES,NO,YES,YES,21,3811 Clairmont Ave S,http://www.littlesavannah.com
7850007,Bottega Restaurant,Birmingham,AL,five,4,4.5,607,NO,YES,YES,NO,NO,YES,YES,36,2240 Highland Ave S,http://www.bottegarestaurant.com
473055838,Full Moon BBQ,Birmingham,AL,five,1,4.5,85,NO,YES,NO,NO,NO,NO,YES,38,525 25th St S,http://www.fullmoonbbq.com
4024015,Makarios Kabobs & Grill,Birmingham,AL,four,1,4.5,141,NO,NO,NO,NO,NO,NO,YES,16,940 20th St S,http://www.makarioskabob.com
469166923,Little Donkey,Birmingham,AL,one half,3,4.0,286,NO,YES,YES,YES,NO,NO,YES,12,2821 Central Ave,https://www.thelittledonkey.com
12663109,Amore Ristorante Italiano,Birmingham,AL,five,3,4.5,366,NO,YES,NO,YES,NO,YES,YES,18,5510 Highway 280 Ste 116,http://www.letsamore.com
8040908,Sakura Japanese Restaurant,Birmingham,AL,five,1,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1025 20th St S,N/A
45000,Rojo,Birmingham,AL,N/A,N/A,4.0,171,NO,YES,YES,YES,NO,NO,YES,N/A,2921 Highland Ave S,http://rojobirmingham.com
9188382,Fish Market Restaurant,Birmingham,AL,three half,8,4.0,71,NO,YES,YES,YES,YES,NO,YES,21,5407 Highway 280,http://www.fishmarketrestaurant.com/locations
467929974,Baumhower's Victory Grille,Birmingham,AL,two half,3,4.0,89,NO,YES,YES,YES,NO,NO,YES,N/A,1001 Doug Baker Blvd,http://www.baumhowers.com
9468681,Ranelli's Deli & Cafe,Birmingham,AL,N/A,N/A,4.5,27,NO,YES,YES,NO,NO,NO,YES,53,1225 20th St S,http://www.ranellisdeli.com
6002360,Acapulco Bar & Grill,Birmingham,AL,N/A,N/A,4.0,15,NO,YES,NO,NO,YES,NO,YES,22,430 Green Springs Hwy,N/A
11420540,Carrabba's Italian Grill,Birmingham,AL,four half,3,N/A,N/A,YES,YES,YES,NO,YES,YES,YES,4,4503 Riverview Pkwy,https://locations.carrabbas.com/alabama/birmingham/4503-riverview-pkwy?y_source=1_MTU1MDMwNTQtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D
13383651,Costa's Famous Bar-B-Que,Birmingham,AL,five,1,4.0,14,NO,NO,NO,NO,NO,NO,YES,43,613 Springville Rd,http://www.costasfamous.com
16402403,De Vinci's Pizza,Birmingham,AL,five,4,4.0,93,NO,YES,YES,NO,NO,NO,YES,59,2707 18th St S,http://www.devincispizza.wordpress.com
464650148,Magnolia BBQ & Fish,Birmingham,AL,five,1,N/A,N/A,NO,YES,YES,YES,NO,YES,YES,N/A,1709 4th Ave N,N/A
23252549,Michaels Steak and Seafood,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,NO,NO,NO,NO,YES,71,1903 29th Ave S,http://www.michaelssteakandseafood.com
505278332,Ginza Sushi Bar & Korean BBQ,Birmingham,AL,five,8,4.0,56,NO,NO,NO,NO,NO,NO,NO,17,5291 Valleydale Rd,http://www.ginzabirmingham.com
474349452,Asian Rim,Birmingham,AL,five,6,N/A,N/A,NO,YES,NO,NO,NO,NO,YES,N/A,3419 Colonnade Pkwy,N/A
503947815,Pappadeaux Seafood Kitchen,Birmingham,AL,four,8,4.0,598,YES,YES,YES,YES,NO,YES,NO,38,3500 Grandview Pkwy,https://pappadeaux.com
478319047,Pho Que Huong,Birmingham,AL,five,3,N/A,N/A,NO,YES,NO,NO,YES,NO,NO,30,430 Green Springs Hwy,http://www.phoquehuong.com
5429171,Surin 280,Birmingham,AL,four,5,4.5,114,NO,YES,NO,NO,YES,YES,YES,34,16 Perimeter Park S,http://www.surinofthailand.com
497669220,Yo' Mama's Restaurant,Birmingham,AL,four half,3,4.5,118,NO,NO,YES,YES,NO,NO,YES,10,2328 2nd Ave N,http://yomamasrestaurant.com
8340578,Ruth's Chris Steak House,Birmingham,AL,four half,3,N/A,N/A,YES,YES,NO,NO,YES,YES,YES,47,2300 Woodcrest Pl,N/A
455283130,China Palace,Birmingham,AL,four,3,3.5,3,NO,NO,NO,NO,NO,NO,YES,14,1930 Edwards Lake Rd Ste 122,http://www.chinapalacepenticton.com
496684078,Texas de Brazil - Birmingham,Birmingham,AL,five,2,4.5,359,NO,YES,NO,NO,NO,YES,YES,26,2301 Richard Arrington Jr Blvd N,https://texasdebrazil.com/locations/birmingham/?utm_source=extnet&utm_medium=yext&y_source=1_NDg4MzA3NTAtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D
503097731,Chicken Salad Chick,Birmingham,AL,five,2,4.5,49,NO,NO,YES,YES,NO,NO,YES,N/A,210 Doug Baker Blvd Ste 200,http://www.chickensaladchick.com
481280513,Black Pearl,Birmingham,AL,five,2,N/A,N/A,NO,YES,YES,YES,YES,NO,YES,19,3419 Colonnade Pkwy Ste 600,http://blackpearlal.com
479175162,Mizu Japanese Steakhouse,Birmingham,AL,five,2,N/A,N/A,NO,YES,NO,NO,NO,YES,YES,8,1483 Gadsden Hwy,http://www.mizuusa.com
505094881,Ken's BBQ,Birmingham,AL,five,2,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,4817 Pinson Valley Pkwy,N/A
467676456,Chili's Grill & Bar,Birmingham,AL,three half,3,2.5,134,YES,YES,NO,YES,YES,NO,NO,34,209 State Farm Pkwy,http://www.chilis.com/locations/us/alabama/homewood/lakeshore
533503311,Hunan Cuisine,Birmingham,AL,three half,3,4.5,23,NO,YES,YES,YES,YES,YES,YES,25,5510 Highway 280,N/A
501313346,Red Lobster,Birmingham,AL,three half,2,N/A,N/A,NO,YES,NO,NO,YES,NO,NO,52,3525 Roosevelt Blvd,https://www.redlobster.com/seafood-restaurants/locations/al/birmingham/3525-roosevelt-blvd
3574769,Ocean,Birmingham,AL,five,1,4.5,299,NO,YES,YES,YES,NO,YES,YES,22,1218 20th St S,http://www.oceanbirmingham.com
467405298,Avo,Birmingham,AL,five,1,4.0,15,NO,YES,YES,YES,NO,YES,YES,15,2721 Cahaba Rd,http://avorestaurant.com
482186160,Basil Gourmet Pizza & Bar,Birmingham,AL,N/A,N/A,4.5,21,NO,YES,YES,YES,NO,NO,YES,11,1101 Dunston Ave,N/A
549102123,Metro Diner,Birmingham,AL,five,1,4.0,34,NO,NO,NO,NO,NO,NO,NO,5,2050 Gadsden Hwy,https://metrodiner.com/locations/alabama/trussville
495841078,Mug Shots,Birmingham,AL,five,1,4.0,238,NO,YES,YES,NO,NO,NO,YES,N/A,2311 Richard Arrington Jr Blvd N,N/A
16647088,El Girasol,Birmingham,AL,five,1,N/A,N/A,NO,YES,NO,NO,YES,NO,NO,20,8506 1st Ave N,N/A
496129996,Big Bad Breakfast,Birmingham,AL,five,1,4.0,276,NO,YES,YES,YES,NO,NO,NO,7,5361 Highway 280,http://www.bigbadbreakfastbham.com
540757604,Little Donkey,Birmingham,AL,five,1,4.0,60,NO,NO,NO,NO,NO,NO,NO,N/A,5363 Highway 280,https://thelittledonkey.com/locations
483189097,Courtyard Oyster Bar,Birmingham,AL,three,2,3.0,21,NO,YES,YES,NO,YES,NO,YES,24,4643 Highway 280,https://www.facebook.com/Courtyard-280-369841949747771
546937730,The Crab Barrack,Birmingham,AL,four,1,3.0,13,NO,NO,NO,NO,NO,NO,NO,N/A,9417 Parkway E,http://thecrabbarrack.com
3948936,Landry's Seafood,Birmingham,AL,one half,4,N/A,N/A,NO,YES,NO,NO,YES,YES,YES,28,139 State Farm Pkwy,http://www.landrysseafood.com/location-birmingham.asp?utm_campaign=Yext&utm_source=Yext&utm_medium=Website&utm_content=BIRM
504496138,Mango Tango Smoothies and Grill,Birmingham,AL,one,1,4.5,15,NO,NO,NO,YES,NO,NO,NO,N/A,5850 Valley Rd,https://www.instagram.com/mangotangosmoothiesandgrill
546174205,Saltgrass Steak House,Birmingham,AL,N/A,N/A,3.5,89,NO,NO,NO,NO,NO,NO,NO,N/A,14 Perimeter Park S,https://www.saltgrass.com/location/saltgrass-birmingham
481041156,Carrigan's Public House,Birmingham,AL,N/A,N/A,4.5,116,NO,NO,NO,NO,NO,NO,NO,12,2430 Morris Ave,http://www.carriganspub.com
539093830,Moon Shine,Birmingham,AL,N/A,N/A,4.0,22,NO,NO,NO,NO,NO,NO,NO,N/A,1928 1st Ave N,http://moonshinebirmingham.com
549159115,Magic City Nutrition,Birmingham,AL,N/A,N/A,5.0,2,NO,NO,NO,NO,NO,NO,NO,N/A,2201 2nd Ave S,N/A
530127400,Pies & Pints,Birmingham,AL,N/A,N/A,4.5,74,NO,YES,YES,YES,NO,NO,NO,N/A,125 20th St S,https://piesandpints.net/location/birmingham-al
572006189,Rock N Roll Sushi,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,420 Richard Arrington Jr Blvd S Ste 1,https://rocknrollsushi.com/locations/downtown-birmingham-uab
557115102,Michael's Restaurant,Birmingham,AL,N/A,N/A,4.0,100,NO,NO,NO,NO,NO,NO,NO,70,1525 1st Ave S,http://www.michaelssteakandseafood.com
550433280,Dread River Distilling Co.,Birmingham,AL,N/A,N/A,4.5,16,NO,NO,NO,NO,NO,NO,NO,6,2400 7th Ave S  The Corner Of 7th Avenue South And 24th Street,http://www.dreadriver.com
527253042,Hattie B's Hot Chicken - Birmingham,Birmingham,AL,N/A,N/A,4.5,174,NO,YES,YES,YES,NO,NO,NO,N/A,2808 7th Ave S Ste 101,http://hattieb.com
565746035,The Lab Market Cafe,Birmingham,AL,N/A,N/A,4.5,5,NO,NO,NO,NO,NO,NO,NO,N/A,808 20th St S,https://www.labbarandkitchen.com/cafe
547559070,Buffalo Wild Wings,Birmingham,AL,N/A,N/A,4.0,5,NO,YES,NO,NO,NO,NO,NO,42,1416 4th Ave S,https://www.buffalowildwings.com/en/locations/detail/3850/?utm_source=extendednetwork&utm_medium=organic&utm_campaign=yext
530344879,Full Moon Bar-B-Que,Birmingham,AL,N/A,N/A,4.0,3,NO,NO,NO,NO,NO,NO,NO,38,1400 University Blvd,http://fullmoonbbq.com/location/uab-hill-center
549989462,Surin of Thailand,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1918 11th Ave S,https://surinofthailand.com
555451208,EATS Highland,Birmingham,AL,N/A,N/A,5.0,5,NO,NO,NO,NO,NO,NO,NO,N/A,2608 Highland Ave S,http://eatshighland.com
541288638,Tropicaleo,Birmingham,AL,N/A,N/A,4.0,21,NO,NO,YES,NO,NO,NO,YES,N/A,4426 4th Ave S,https://www.facebook.com/tropicaleobham
502873247,Another Level Cafe,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,10,541 Graymont Ave W,N/A
516855407,The Filling Station,Birmingham,AL,N/A,N/A,4.0,113,NO,YES,YES,YES,NO,NO,YES,N/A,5524 Crestwood Blvd,http://www.thefillingstationbham.com
567072853,Denny's,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,224 41st Ave N,http://www.dennys.com
549633654,Ruby Sunshine,Birmingham,AL,N/A,N/A,4.0,28,NO,NO,NO,NO,NO,NO,NO,5,1017 Oxmoor Rd,https://www.rubybrunch.com/?olonwp=z17TA_tz20aL5UmKf8LjMg
565179163,Ruth's Chris Steak House,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,NO,NO,NO,NO,NO,59,2300 Woodcrest Place Embassy Suites Hotel,N/A
560971498,Wing Street,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,437 Green Springs Hwy,https://locations.pizzahut.com/al/birmingham/437-green-springs-hwy
542301699,Mr. Chen's Authentic Chinese Cooking,Birmingham,AL,N/A,N/A,4.5,31,NO,YES,NO,NO,NO,NO,NO,8,808 Green Springs Hwy,http://www.mrchenshomewood.com
548371245,Seafood King,Birmingham,AL,N/A,N/A,4.0,31,NO,NO,NO,NO,NO,NO,NO,N/A,180 State Farm Pkwy,https://theseafoodking.com
547700867,Rock N Roll Sushi,Birmingham,AL,N/A,N/A,2.5,6,NO,NO,NO,NO,NO,NO,NO,N/A,3431 Colonnade Pkwy Ste 400,https://rocknrollsushi.com/locations/birmingham-al
505037585,Nori,Birmingham,AL,N/A,N/A,4.5,75,NO,NO,NO,NO,NO,YES,NO,N/A,4704 Cahaba River Rd,http://www.norithaiandsushi.com
516686618,Perry's Steakhouse & Grille- Birmingham,Birmingham,AL,N/A,N/A,4.5,300,NO,YES,YES,YES,NO,YES,YES,45,4 Perimeter Park S,http://www.perryssteakhouse.com/menu-locations/alabama/birmingham
541840062,Baha Burger,Birmingham,AL,N/A,N/A,4.5,11,NO,NO,NO,NO,NO,NO,NO,N/A,3060 Healthy Way,http://www.bahaburger.com
517448987,Relish Cafe,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,YES,9,1561 Montgomery Hwy,N/A
551750096,Full Moon Bar-B-Que,Birmingham,AL,N/A,N/A,4.0,127,NO,NO,NO,NO,NO,NO,NO,N/A,4635 Highway 280,http://fullmoonbbq.com/location/inverness-hwy-280
482406280,Chuck E. Cheese's,Birmingham,AL,N/A,N/A,3.5,11,NO,NO,NO,NO,NO,NO,NO,10,4647 Highway 280,http://www.chuckecheese.com
530289980,Pho Place,Birmingham,AL,N/A,N/A,4.5,18,NO,NO,NO,NO,NO,NO,NO,N/A,4647 Highway 280,N/A
534644397,Dreamland BBQ,Birmingham,AL,N/A,N/A,3.5,38,NO,NO,NO,NO,NO,NO,NO,N/A,101 Inverness Cors,https://www.dreamlandbbq.com
551983199,Walk-On's Sports Bistreaux,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,6401 Tattersall Dr,https://walk-ons.com
564182699,Beef 'O' Bradys,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,5279 Highway 280,https://www.beefobradys.com/brookhighland
502801217,China Bistro,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,160 Main St Ste 140,N/A
527954383,First Watch Restaurant,Birmingham,AL,N/A,N/A,4.0,44,NO,NO,NO,NO,NO,NO,NO,N/A,5479 Highway 280,http://www.firstwatch.com
548749156,Chicken Salad Chick,Birmingham,AL,N/A,N/A,4.5,4,NO,NO,NO,NO,NO,NO,NO,N/A,2050 Gadsden Hwy Ste 108,https://www.chickensaladchick.com/trussville
569530186,LongHorn Steakhouse,Birmingham,AL,N/A,N/A,4.0,4,NO,NO,NO,NO,NO,NO,NO,43,5957 Chalkville Mountain Rd,https://www.longhornsteakhouse.com/locations/al/birmingham/trussville/5642
553697354,Bocca,Birmingham,AL,N/A,N/A,4.5,14,NO,NO,NO,NO,NO,NO,NO,N/A,2312 2nd Ave N,http://www.boccabirmingham.com
525781384,Harvest Restaurant & Bar,Birmingham,AL,N/A,N/A,4.0,50,NO,YES,YES,YES,NO,YES,YES,N/A,2101 5th Ave N,http://www.harvestbirmingham.com/#modern-organic-thai
503457075,El Barrio Restaurante Y Bar,Birmingham,AL,N/A,N/A,4.5,550,NO,YES,YES,NO,NO,NO,NO,12,2211 2nd Ave N,http://www.elbarriobirmingham.com
571019800,La Fete,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2212 1st Ave N,https://www.lafetebham.com
477958568,Century Restaurant and Bar,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,YES,YES,NO,YES,NO,18,2021 Park Pl,http://www.thetutwilerhotel.com
474053097,Trattoria Centrale,Birmingham,AL,N/A,N/A,4.5,78,NO,NO,NO,NO,NO,NO,NO,15,207A 20th St N,https://www.zazabham.com
544031545,Za Za Trattoria,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,YES,NO,NO,NO,YES,15,205 20th St N,http://www.trattoriacentrale.com
6187025,Helen,Birmingham,AL,N/A,N/A,4.5,27,NO,NO,NO,NO,NO,NO,NO,N/A,2013 2nd Ave N,https://www.helenbham.com
471109722,Brick & Tin,Birmingham,AL,N/A,N/A,4.5,88,NO,YES,YES,NO,NO,NO,NO,15,214 20th St N,https://www.brickandtin.com
533601512,Eugene's Hot Chicken,Birmingham,AL,N/A,N/A,4.0,80,NO,NO,NO,NO,NO,NO,NO,9,2268 9th Ave N,http://www.eugeneshotchicken.com
504973002,Fab BBQ Inc,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1901 6th Ave N Ste 263,http://goldenrulebbq.com
522867747,Bistro Twohundredeighteen,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,218 29th St N,https://www.bistro218.com/contact
483326864,The Southern Kitchen & Bar,Birmingham,AL,N/A,N/A,4.0,258,NO,NO,NO,NO,NO,NO,NO,10,2301 Richard Arrington Jr Blvd N,http://www.thesouthernbirmingham.com
532848141,Urban Cookhouse,Birmingham,AL,N/A,N/A,4.5,17,NO,NO,NO,NO,NO,NO,NO,N/A,1801 5th Ave N,http://www.urbancookhouse.com
539319717,The Yard,Birmingham,AL,N/A,N/A,4.0,79,NO,NO,NO,NO,NO,NO,NO,7,1928 1st Ave N,http://www.elytonhotel.com
532884313,The Standard,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1821 2nd Ave N,http://www.thelouisbar.com
539001525,Shu Shop,Birmingham,AL,N/A,N/A,3.5,21,NO,NO,NO,NO,NO,NO,NO,N/A,1820 3rd Ave N,http://shushopbham.com
549997519,Wasabi Juan's The Battery,Birmingham,AL,N/A,N/A,4.5,113,NO,NO,NO,YES,NO,NO,NO,N/A,2201 2nd Ave S,http://www.wasabijuan.com
515367080,North Birmingham Pit BBQ Inc,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,36,2820 Richard Arrington Jr Blvd N,N/A
563328013,Blueroot,Birmingham,AL,N/A,N/A,4.0,1,NO,NO,NO,NO,NO,NO,NO,N/A,2829 2nd Ave S,https://www.bluerootco.com
553701534,Hot and Hot Fish Club,Birmingham,AL,N/A,N/A,4.5,421,NO,NO,NO,NO,NO,NO,NO,N/A,2901 2nd Ave S Ste 110,http://www.hotandhotfishclub.com
545753916,Blueprint On 3rd,Birmingham,AL,N/A,N/A,4.5,58,NO,NO,NO,NO,NO,NO,NO,N/A,3000 3rd Ave S,https://www.blueprinton3rd.com
566616410,Wing Street,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2016 5th Ave S,https://www.pizzahut.com
565723253,Automatic Seafood and Oysters,Birmingham,AL,N/A,N/A,4.0,80,NO,NO,NO,NO,NO,NO,NO,N/A,2824 5th Ave S,https://www.automaticseafood.com
531055670,Iron City Grill,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2208 6th Ave S,https://ironcitybham.com/the-grill
508245514,China Master Express,Birmingham,AL,N/A,N/A,4.5,9,NO,NO,YES,NO,YES,YES,YES,17,1801 4th Ave S,http://www.moes.com
567670395,Umami,Birmingham,AL,N/A,N/A,5.0,4,NO,NO,NO,NO,NO,NO,NO,N/A,2808 7th Ave S # 117,https://www.umamibham.com
550180746,Yummefy,Birmingham,AL,N/A,N/A,5.0,8,NO,NO,NO,NO,NO,NO,NO,N/A,707 Richard Arrington Jr Blvd S,https://www.facebook.com/yummefybirmingham
567899955,B&W Philly Steaks,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,707 Richard Arrington Jr Blvd S,http://www.bwphillysteaksseafood.com
534462594,Tortugas,Birmingham,AL,N/A,N/A,4.5,14,NO,NO,NO,NO,NO,NO,NO,N/A,1304 2nd Ave S,http://www.tortugaspizza.com
4903727,Hall of Fame Fish & Wings,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1104 3rd Ave N,N/A
563601428,Birmingham Wings And Waffles,Birmingham,AL,N/A,N/A,5.0,1,NO,NO,NO,NO,NO,NO,NO,N/A,3425 6th Ave S,http://www.bhamwingsandwaffles.com
504412224,T Bones,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1017 20th St S,http://www.tbonescheesesteaks.com
563732258,Underground Vegan,Birmingham,AL,N/A,N/A,4.5,3,NO,NO,NO,NO,NO,NO,NO,N/A,2012 Magnolia Ave S,http://www.undergroundv.com
547036582,Rodney Scott's BBQ,Birmingham,AL,N/A,N/A,4.0,60,NO,NO,NO,NO,NO,NO,NO,N/A,3719 3rd Ave S,https://rodneyscottsbbq.com
505056240,Pho Pho,Birmingham,AL,N/A,N/A,4.0,25,NO,NO,NO,NO,NO,NO,NO,9,1025 20th St S,N/A
534814020,Denny's,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,900 16th St S,https://www.thedenbydennys.com
555210959,J & R Bar and Grill,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,718 Graymont Ave N,https://www.toasttab.com/jandrbar-grill/v3/?mode=fulfillment
458908240,M & M Barbecue,Birmingham,AL,N/A,N/A,4.5,2,NO,NO,NO,NO,NO,NO,NO,36,3921 1st Ave N,N/A
497763780,Little Italy's Pies & Pints,Birmingham,AL,N/A,N/A,4.0,18,NO,YES,NO,YES,NO,YES,YES,10,1924 11th Ave S,N/A
564909707,Jim N Nicks 11Th Avenue Grill,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1908 11th Ave S,N/A
548667492,The Preservery,Birmingham,AL,N/A,N/A,5.0,1,NO,NO,NO,NO,NO,NO,NO,N/A,2005 11th Ave S,N/A
543428228,Ikko Japanese Fusion,Birmingham,AL,N/A,N/A,4.5,22,NO,NO,NO,NO,NO,NO,NO,N/A,1909 11th Ave S,http://www.ikkobirmingham.com
521665629,Five Point Public House Oyster Bar,Birmingham,AL,N/A,N/A,4.5,54,NO,YES,YES,NO,NO,YES,NO,N/A,1210 20th St S,http://www.5pointpublichouse.com
510671041,The Abbey,Birmingham,AL,N/A,N/A,4.5,7,NO,NO,YES,YES,NO,NO,NO,N/A,131A 41st St S,http://www.theabbeybham.com
528691652,Red Mountain Crawfish,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,YES,NO,NO,YES,YES,14,201 41st St S,http://redmountaincrawfish.com
545534321,Wings R King,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,4120 Messer Airport Hwy,N/A
10574967,Q & S Soul Food Restaurant,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,215 41st St S,N/A
536617164,Avondale Common House & Distillery,Birmingham,AL,N/A,N/A,4.0,50,NO,NO,NO,NO,NO,NO,NO,N/A,4100 3rd Ave S,http://www.avondalecommonhouse.com
560467329,Denny's,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1600 7th Ave # 303,N/A
504083897,Melt,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,YES,YES,NO,NO,YES,12,4105 4th Ave S,http://www.meltbham.com
529389998,Taco Morro Loco,Birmingham,AL,N/A,N/A,4.5,3,NO,NO,YES,NO,NO,NO,NO,N/A,417 41st St S,http://www.tacomorroloco.com
545874850,SAW's Street Kitchen,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1154 11th Ave S,http://www.sawsbbq.com
